objectid,nsa_name,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,acres,09-63_mean,09-127_mean,17-127_mean,17-63_mean,change_percent_127,change_percent_point_127,change_percent_63,change_percent_point_63
270,Belvedere,76.54005583437103,76.49340152740484,75.68144493103023,75.98117599487313,93.81906083487303,93.90381507873536,91.75472106933597,93.21472854614265,87.92046828859527,87.89480342864996,87.02664146423348,87.44120712280275,66.33053398,0.414305199451434,0.34823877526683,0.370487001371415,0.486002623576412,0.06388784846701173,0.02224822610458499,0.17305460858302008,0.07169742412497798
14,Berea,79.78612433115774,79.885009765625,78.24987335205086,78.94673614501951,95.77299723131412,95.34554748535155,94.13924865722655,94.68163681030273,90.11370841532971,89.74477920532226,89.0661811828613,89.31435203552252,217.61489913,0.06544251361043,0.029923068273074,0.037824103154167,0.068679711628129,0.264044943820239,0.007901034881093002,0.04946628482166153,0.0032371980176989917
15,Better Waverly,78.9592054077825,78.8005536079406,77.7077014923095,78.22619438171378,95.92276894885094,95.85583839416498,94.45991897583013,94.76759109497073,89.95665005847646,89.88711395263664,89.00461311340334,89.5546710968018,180.33783774,0.26553227066515,0.198532092487767,0.122432532448843,0.222904017214676,-0.38331112660595684,-0.07609956003892399,-0.16053888042945424,-0.042628253450473996
16,Beverly Hills,77.4064767663016,77.29253330230705,75.89787902832038,77.14640655517586,94.01952673452215,93.95756912231437,92.66861877441403,93.82339172363288,88.01026268532078,87.7524360656738,86.89544067382809,87.5848876953125,66.66386861,0.398926920067781,0.31131554260246,0.295949809226114,0.440767396761479,-0.04935742445717704,-0.015365733376346002,0.10488256016061527,0.041840476693698
17,Biddle Street,80.33865929754444,80.30173835754391,79.60586090087894,79.99633560180668,97.90606895024926,98.02791099548348,94.31948623657226,97.16557693481438,91.7759046288196,91.84113540649417,89.81101303100581,90.5377792358399,72.22397943,0.166657540997071,0.101000629671202,0.105733430065431,0.152869794946204,0.04685911770685169,0.004732800394228992,-0.08273100616016718,-0.013787746050866995
18,Blythewood,75.04032089460992,74.91071281433108,74.6358451843262,74.92503967285154,93.16699042761968,93.12754516601558,87.31208000183108,93.19360733032227,86.91553306455577,86.91610355377196,83.91193847656251,87.29629402160643,48.57094371,0.466509928450022,0.319170915900787,0.444877001211159,0.574369230456067,0.3938519427924542,0.12570608531037197,0.23120472990662233,0.10785930200604504
19,Bolton Hill,79.67417858786018,79.68056879043581,79.11903953552252,79.16024513244632,96.01908177907492,96.06408081054693,94.39300537109384,95.43742752075187,90.18808050579358,90.17219543457028,89.3071044921875,89.45784034728999,145.74321,0.322544372175063,0.212150301467907,0.19256633565971,0.274582566590063,-0.09231175102128987,-0.019583965808197018,-0.14869831788281332,-0.04796180558499996
20,Boyd-Booth,78.87943329579079,78.8910509109497,78.60793495178228,78.89949150085454,95.64334674377757,95.59063873291011,95.18531875610361,95.5837997436524,90.30626279829573,90.07342834472654,89.7917045593262,90.06943206787105,24.7886201,0.22572958313808,0.14759165279121,0.133503494620976,0.210903616259709,-0.09545362426534902,-0.01408815817023401,-0.06568021201413324,-0.01482596687837101
21,Brewers Hill,80.5190050205417,80.50208950042727,80.2132160186768,80.34564247131344,96.38231258305413,96.3861982345581,95.00500564575188,95.7667152404786,91.07177980842692,91.03696880340578,90.35794677734384,90.69338684082038,57.05972687,0.036813696185203,0.012432961644097,0.024389398625876,0.039114010691481,0.96167247386754,0.011956436981779,0.062485290656649636,0.0023003145062780034
22,Bridgeview/Greenlawn,78.37787480128972,78.43858585357657,77.10388946533202,78.3081626892089,95.34901319154284,95.45711364746097,92.6257377624512,94.69585723876952,89.77785886750387,89.72453689575187,87.90457954406739,89.27829284667962,181.31330812,0.212993156474085,0.152429315374758,0.118598849415165,0.195120920467868,-0.22194199243379442,-0.033830465959593006,-0.08390990725747349,-0.017872236006217013
23,Broadway East,80.18252959961127,80.16660394668581,79.2640522003174,79.71361961364752,97.39701312887826,97.58067989349371,94.96426696777345,95.30160903930668,91.53769329285555,91.42339057922364,89.65073623657227,90.02128448486336,221.65754637,0.116759272578057,0.048162879358081,0.082058538532645,0.133336901532207,0.7037714444470151,0.033895659174564,0.1419812627135663,0.016577628954150006
24,Broening Manor,80.07199464817798,80.10103445053096,79.37777099609384,79.71197166442869,95.1363208788824,95.16242256164554,93.55874481201164,94.51212463378903,89.66684858428167,89.76664371490476,88.79604110717774,88.98526344299324,104.05520126,0.253843668636804,0.137155780231475,0.071003344799407,0.143973659704669,-0.4823160593044194,-0.06615243543206802,-0.4328254847645442,-0.10987000893213503
25,Brooklyn,78.04385436130013,78.08148727416986,75.6638427734375,76.31649246215822,95.19177963011231,95.1767631530762,91.75303878784179,94.14038848876952,88.60369759336372,88.6372234344482,84.06447677612312,86.43199958801276,546.12130522,0.257894736842105,0.133170250417513,0.201955637222733,0.26174672212391,0.5165221706016568,0.06878538680522,0.014936269460060105,0.0038519852818049705
