date_hour,mean_indoor_temperature,mean_indoor_heat_index,mean_outdoor_temperature,mean_outdoor_heat_index,indoor_temperature_difference,indoor_heat_index_difference
2019-07-02T22:00:00Z,81.2,81,73.9,75,7.299999999999997,6
2019-07-02T23:00:00Z,80.9,81,75,76,5.900000000000006,5
2019-07-03T00:00:00Z,81.6,81.9,75,76,6.599999999999994,5.900000000000006
2019-07-03T01:00:00Z,82.2,82.9,75,76,7.200000000000003,6.900000000000006
2019-07-03T02:00:00Z,82.5,83,75.9,77,6.599999999999994,6
2019-07-03T03:00:00Z,82.8,84,75.9,77,6.8999999999999915,7
2019-07-03T04:00:00Z,82.8,84,75,76,7.799999999999997,8
2019-07-03T05:00:00Z,82.9,84,75,76,7.900000000000006,8
2019-07-03T06:00:00Z,82.7,83.5,77,78,5.700000000000003,5.5
2019-07-03T07:00:00Z,82,82.4,81,84,1,-1.5999999999999943
2019-07-03T08:00:00Z,81.7,82,81,84,0.7000000000000028,-2
2019-07-03T09:00:00Z,81.3,81.2,81,83,0.29999999999999716,-1.7999999999999972
2019-07-03T10:00:00Z,81,81,86,89,-5,-8
2019-07-03T11:00:00Z,81,81,87.1,91,-6.099999999999994,-10
2019-07-03T12:00:00Z,80.8,81,89.1,93,-8.299999999999997,-12
2019-07-03T13:00:00Z,80.8,81,91.9,97,-11.100000000000009,-16
2019-07-03T14:00:00Z,80.8,81,91.9,96,-11.100000000000009,-15
2019-07-03T15:00:00Z,80.8,81,91,95,-10.200000000000003,-14
2019-07-03T16:00:00Z,80.8,81,91.9,96,-11.100000000000009,-15
2019-07-03T17:00:00Z,81,81,88,94,-7,-13
2019-07-03T18:00:00Z,81,81,84.9,92,-3.9000000000000057,-11
2019-07-03T19:00:00Z,80.8,81,81,85,-0.20000000000000284,-4
2019-07-03T20:00:00Z,80.7,81,82,88,-1.2999999999999972,-7
2019-07-03T21:00:00Z,80.5,80.9,82.9,89,-2.4000000000000057,-8.099999999999994
2019-07-03T22:00:00Z,80.2,80,82.9,88,-2.700000000000003,-8
2019-07-03T23:00:00Z,80,80,82,87,-2,-7
2019-07-04T00:00:00Z,79.8,80,81,85,-1.2000000000000028,-5
2019-07-04T01:00:00Z,79.5,79.8,81,85,-1.5,-5.200000000000003
2019-07-04T02:00:00Z,79.3,79,81,85,-1.7000000000000028,-6
