objectid,nsa_name,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,acres,09-63_mean,09-127_mean,17-127_mean,17-63_mean,change_percent_127,change_percent_point_127,change_percent_63,change_percent_point_63,label,07_lid_mean,15_lid_mean,lid_change_percent,lid_change_percent_point
11,Beechfield,77.51167915959746,77.5250572204589,75.75916976928715,76.64610633850094,93.53232399368284,93.67000885009762,89.30380859375,91.91045913696284,87.21115418194263,87.41798648834234,83.29432830810549,85.45328598022466,257.89012067,0.392122117622931,0.279345595824632,0.385806548066851,0.501155298801192,0.3811083970303697,0.10646095224221902,0.27805924807105264,0.10903318117826105,Beechfield,0.433486150126855,0.418819049409576,-0.03383522336985123,-0.014667100717279002
275,Belair-Edison,79.10821645663766,79.11019897460942,76.08488006591799,77.35230751037594,95.37994186441668,95.33401870727533,91.97525100708015,94.6021781921387,89.76258684079085,89.70909423828115,87.87383499145514,88.51345901489265,527.96850716,0.173028016030563,0.122151578710813,0.115678021648751,0.184224128244504,-0.052996098211614454,-0.006473557062061999,0.06470693284700985,0.011196112213940984,Belair-Edison,0.128915748984731,0.138224679287806,0.07220941100204575,0.009308930303075003
12,Belair-Parkside,76.64971372784464,76.50002937316893,75.96494026184084,76.57594833374024,93.71351477322943,93.58231391906739,91.53180160522467,93.38355407714846,87.95476651911481,87.88912658691405,86.75082283020026,87.98499259948724,20.61651843,0.377128399443618,0.300314163748861,0.284462084512447,0.413125329752026,-0.05278498702335727,-0.01585207923641402,0.09545006518075728,0.035996930308408004,Belair-Parkside,0.333678159895594,0.329358733948305,-0.012944886619611354,-0.004319425947289013
13,Bellona-Gittings,75.01387041474538,75.03630714416498,74.20318298339846,74.61630325317381,93.46128897884125,93.44391365051277,91.98518676757809,92.96770095825187,87.58954116718479,87.75663833618168,85.16699600219727,86.9241561889649,104.03781371,0.414172012354478,0.240601092896175,0.471819909717273,0.625032074126871,0.96100484847288,0.231218816821098,0.5091122902624428,0.21086006177239303,Bellona-Gittings,0.535458943593987,0.534088208522962,-0.002559925625342424,-0.001370735071025031
270,Belvedere,76.54005583437103,76.49340152740484,75.68144493103023,75.98117599487313,93.81906083487303,93.90381507873536,91.75472106933597,93.21472854614265,87.92046828859527,87.89480342864996,87.02664146423348,87.44120712280275,66.33053398,0.414305199451434,0.34823877526683,0.370487001371415,0.486002623576412,0.06388784846701173,0.02224822610458499,0.17305460858302008,0.07169742412497798,Belvedere,0.413906767908236,0.422088950125756,0.01976817692271703,0.008182182217519984
14,Berea,79.78612433115774,79.885009765625,78.24987335205086,78.94673614501951,95.77299723131412,95.34554748535155,94.13924865722655,94.68163681030273,90.11370841532971,89.74477920532226,89.0661811828613,89.31435203552252,217.61489913,0.06544251361043,0.029923068273074,0.037824103154167,0.068679711628129,0.264044943820239,0.007901034881093002,0.04946628482166153,0.0032371980176989917,Berea,0.055451797855338,0.059707363901533,0.07674351798830531,0.0042555660461950015
15,Better Waverly,78.9592054077825,78.8005536079406,77.7077014923095,78.22619438171378,95.92276894885094,95.85583839416498,94.45991897583013,94.76759109497073,89.95665005847646,89.88711395263664,89.00461311340334,89.5546710968018,180.33783774,0.26553227066515,0.198532092487767,0.122432532448843,0.222904017214676,-0.38331112660595684,-0.07609956003892399,-0.16053888042945424,-0.042628253450473996,Better Waverly,0.198993586756997,0.209941926926201,0.05501855787228806,0.010948340169204013
16,Beverly Hills,77.4064767663016,77.29253330230705,75.89787902832038,77.14640655517586,94.01952673452215,93.95756912231437,92.66861877441403,93.82339172363288,88.01026268532078,87.7524360656738,86.89544067382809,87.5848876953125,66.66386861,0.398926920067781,0.31131554260246,0.295949809226114,0.440767396761479,-0.04935742445717704,-0.015365733376346002,0.10488256016061527,0.041840476693698,Beverly Hills,0.319274996590764,0.306999679049656,-0.038447475286773204,-0.012275317541108
17,Biddle Street,80.33865929754444,80.30173835754391,79.60586090087894,79.99633560180668,97.90606895024926,98.02791099548348,94.31948623657226,97.16557693481438,91.7759046288196,91.84113540649417,89.81101303100581,90.5377792358399,72.22397943,0.166657540997071,0.101000629671202,0.105733430065431,0.152869794946204,0.04685911770685169,0.004732800394228992,-0.08273100616016718,-0.013787746050866995,Biddle Street,0.120353582871383,0.126769821492143,0.0533115713523608,0.006416238620760004
18,Blythewood,75.04032089460992,74.91071281433108,74.6358451843262,74.92503967285154,93.16699042761968,93.12754516601558,87.31208000183108,93.19360733032227,86.91553306455577,86.91610355377196,83.91193847656251,87.29629402160643,48.57094371,0.466509928450022,0.319170915900787,0.444877001211159,0.574369230456067,0.3938519427924542,0.12570608531037197,0.23120472990662233,0.10785930200604504,Blythewood,0.474299450828625,0.496792364632021,0.04742344475436291,0.022492913803395964
19,Bolton Hill,79.67417858786018,79.68056879043581,79.11903953552252,79.16024513244632,96.01908177907492,96.06408081054693,94.39300537109384,95.43742752075187,90.18808050579358,90.17219543457028,89.3071044921875,89.45784034728999,145.74321,0.322544372175063,0.212150301467907,0.19256633565971,0.274582566590063,-0.09231175102128987,-0.019583965808197018,-0.14869831788281332,-0.04796180558499996,Bolton Hill,0.251602361907678,0.257111138098701,0.02189477137358668,0.005508776191023024
20,Boyd-Booth,78.87943329579079,78.8910509109497,78.60793495178228,78.89949150085454,95.64334674377757,95.59063873291011,95.18531875610361,95.5837997436524,90.30626279829573,90.07342834472654,89.7917045593262,90.06943206787105,24.7886201,0.22572958313808,0.14759165279121,0.133503494620976,0.210903616259709,-0.09545362426534902,-0.01408815817023401,-0.06568021201413324,-0.01482596687837101,Boyd-Booth,0.175814192123966,0.188701052619881,0.07329818110945499,0.012886860495914976
21,Brewers Hill,80.5190050205417,80.50208950042727,80.2132160186768,80.34564247131344,96.38231258305413,96.3861982345581,95.00500564575188,95.7667152404786,91.07177980842692,91.03696880340578,90.35794677734384,90.69338684082038,57.05972687,0.036813696185203,0.012432961644097,0.024389398625876,0.039114010691481,0.96167247386754,0.011956436981779,0.062485290656649636,0.0023003145062780034,Brewers Hill,0.033337933315282,0.043123020281092,0.29351210446283266,0.00978508696581
22,Bridgeview/Greenlawn,78.37787480128972,78.43858585357657,77.10388946533202,78.3081626892089,95.34901319154284,95.45711364746097,92.6257377624512,94.69585723876952,89.77785886750387,89.72453689575187,87.90457954406739,89.27829284667962,181.31330812,0.212993156474085,0.152429315374758,0.118598849415165,0.195120920467868,-0.22194199243379442,-0.033830465959593006,-0.08390990725747349,-0.017872236006217013,Bridgeview/Greenlawn,0.205883872313939,0.192988449221803,-0.0626344499314284,-0.01289542309213601
23,Broadway East,80.18252959961127,80.16660394668581,79.2640522003174,79.71361961364752,97.39701312887826,97.58067989349371,94.96426696777345,95.30160903930668,91.53769329285555,91.42339057922364,89.65073623657227,90.02128448486336,221.65754637,0.116759272578057,0.048162879358081,0.082058538532645,0.133336901532207,0.7037714444470151,0.033895659174564,0.1419812627135663,0.016577628954150006,Broadway East,0.090335384448718,0.106239857356461,0.17606027809370461,0.01590447290774301
24,Broening Manor,80.07199464817798,80.10103445053096,79.37777099609384,79.71197166442869,95.1363208788824,95.16242256164554,93.55874481201164,94.51212463378903,89.66684858428167,89.76664371490476,88.79604110717774,88.98526344299324,104.05520126,0.253843668636804,0.137155780231475,0.071003344799407,0.143973659704669,-0.4823160593044194,-0.06615243543206802,-0.4328254847645442,-0.10987000893213503,Broening Manor,0.121756352275603,0.115485430542328,-0.05150385680970778,-0.006270921733274995
25,Brooklyn,78.04385436130013,78.08148727416986,75.6638427734375,76.31649246215822,95.19177963011231,95.1767631530762,91.75303878784179,94.14038848876952,88.60369759336372,88.6372234344482,84.06447677612312,86.43199958801276,546.12130522,0.257894736842105,0.133170250417513,0.201955637222733,0.26174672212391,0.5165221706016568,0.06878538680522,0.014936269460060105,0.0038519852818049705,Brooklyn,0.222596484254491,0.239696377789483,0.07682014202633122,0.017099893534992
26,Burleith-Leighton,77.81682609283433,77.66987762451164,76.94628715515128,77.66337165832526,95.063307779719,95.09254608154299,93.1659423828125,95.06828689575187,88.88708713074428,88.911893653869555,87.90213851928716,88.41241912841798,54.09849036,0.283698214579412,0.215662177226293,0.18209188428574,0.282994645565688,-0.1556614765385026,-0.033570292940553,-0.002479990981850525,-7.035690137240369e-4,Burleith-Leighton,0.300135749467335,0.301951966160658,0.006051317434015497,0.0018162166933229917
27,Butcher's Hill,80.27298964002654,80.32952690124512,79.22618713378904,79.71776695251464,97.69263428089347,97.5793048858643,95.52254409790035,96.68048934936523,91.6773677761181,91.42155380249024,89.80882263183597,91.38090438842774,49.69167267,0.170608570220597,0.039344425377403,0.089238727648039,0.158586386132458,1.268141592920358,0.049894302270636,-0.07046647230320431,-0.012022184088138987,Butcher's Hill,0.149909705472139,0.162476560150385,0.08382949348520718,0.012566854678246003
28,Callaway-Garrison,77.12735512636277,77.20826301574701,76.36508636474606,76.69470710754392,93.82630274906501,93.79323768615728,93.00251388549813,93.75710983276369,88.17383719239433,88.14840564727778,86.63239364624025,87.9954914093018,121.79471763,0.285121702742523,0.169099233295045,0.29396985944419,0.467978196193669,0.7384458445844652,0.12487062614914501,0.6413278669855347,0.18285649345114596,Callaway-Garrison,0.320935910869294,0.318795629415214,-0.006668874942298618,-0.0021402814540800175
29,Cameron Village,77.45828889250626,77.5101999282837,76.74375762939452,77.1931774139405,93.96928229519878,94.02235069274897,93.48601531982413,93.75402679443356,88.69288339424676,88.73613128662114,88.01195716857902,88.52548904418938,66.45875364,0.240090899285526,0.146986078722352,0.144103634111779,0.236985297672844,-0.01961032388664344,-0.002882444610572993,-0.01293510758601763,-0.003105601612682002,Cameron Village,0.212190141025083,0.206822165249369,-0.02529795093109176,-0.00536797577571399
30,Canton,80.08639403087338,80.08371124267586,78.98904724121095,79.4533638000488,95.54774057851164,95.64855728149418,92.373828125,93.8793052673339,90.38399857466025,90.31737289428716,87.76851043701164,89.48352775573724,365.10151151,0.055311376142814,0.012326546860783,0.043722783699467,0.076944949954504,2.5470423463501657,0.031396236838684,0.39112340571371984,0.021633573811690003,Canton,0.055709051298221,0.076561354146212,0.37430726896361444,0.020852302847991
31,Canton Industrial Area,80.34375223892141,80.47037334442136,76.76532173156738,78.03971519470214,94.862913093029,94.79796314239499,90.98232040405273,93.62794494628903,89.82897323013364,89.7321071624755,85.22895889282226,88.12260322570796,1592.61400747,0.035269527936163,0.012287770865014,0.019299088614055,0.041958332828922,0.5705931389885999,0.007011317749041001,0.18964826818395683,0.006688804892758998,Canton Industrial Area,0.023019356067017,0.024987463291325,0.08549792698710532,0.0019681072243079994
273,CARE,80.28855927463934,80.1351916313171,79.76474723815916,79.91840133666986,97.68246461384808,97.12047290801999,95.88733825683596,96.33382949829111,91.67062909720818,91.29978065490728,90.47534942626952,90.88231735229486,54.23404076,0.076278060829224,0.020894665366352,0.040276347329949,0.074632919237675,0.9275899672845945,0.019381681963597002,-0.021567690285575702,-0.001645141591549007,CARE,0.086367305610808,0.074919985590845,-0.13254228482647584,-0.011447320019963
32,Carroll - Camden Industrial Area,79.9179940699338,80.0372287750244,78.36636276245119,78.95817909240728,95.51767615523303,95.44136886596678,93.34351577758784,94.96588058471679,90.05505822067919,89.97582511901858,88.60701103210454,89.58533668518075,449.92938143,0.169882184651539,0.112834550379561,0.102985567386347,0.146915140758222,-0.08728694322867671,-0.009848982993214003,-0.13519395185802924,-0.022967043893316996,Carroll - Camden Industrial Area,0.117476080660058,0.120123206323753,0.02253331613398835,0.002647125663695002
33,Carroll Park,79.19949732538076,79.44069004058841,76.89460334777834,78.89261131286618,95.22232938938942,94.98514442443843,92.62973403930668,95.0950523376464,90.24375073486435,90.43410263061523,88.20520324707039,89.63389968872072,220.13606683,0.258057598383203,0.177546735530231,0.146982540840959,0.245409532364004,-0.1721473199605398,-0.030564194689272017,-0.049012569668331375,-0.012648066019199017,Carroll Park,0.21039290201159,0.229407858916228,0.0903783194339442,0.019014956904638003
34,Carroll-South Hilton,78.0292768105415,78.08045730590823,76.50050659179692,76.88087043762201,94.69509180072293,94.89283008575441,88.78277168273931,92.72957229614263,89.30915448420359,89.33157482147213,86.16781959533691,87.72853393554692,310.4618514,0.482464080682823,0.434990155873954,0.348247204196551,0.448825272932674,-0.19941359708043213,-0.08674295167740304,-0.06972292673589416,-0.03363880775014899,Carroll-South Hilton,0.444107472555799,0.455658368378566,0.026009235458914017,0.011550895822766971
35,Carrollton Ridge,79.10139606091221,79.11796493530275,77.75423545837407,78.72708854675301,96.06613500859656,96.11098213195795,94.3921470642089,95.1543785095214,90.7761408875784,90.76404781341554,89.17058563232413,89.76108016967774,142.63984656,0.141103040048796,0.070305460443323,0.072643026463535,0.127450198927042,0.03324871219777353,0.002337566020211998,-0.09675795161488082,-0.013652841121753995,Carrollton Ridge,0.095636748668245,0.108611573953591,0.1356677790286919,0.012974825285346006
36,Cedarcroft,75.3065336672837,75.18560276031494,74.74398841857902,75.19044189453116,93.18356094454157,93.21828880310059,91.36743927001952,92.90344467163082,86.89844688846333,86.98971366882321,84.58664665222166,86.1538223266601,85.5777501,0.543725016751773,0.378795143141015,0.550148455370965,0.695857113149564,0.45236406889768366,0.17135331222995004,0.2797960213540146,0.15213209639779102,Cedarcroft,0.558636642499578,0.573652213358185,0.026878958013604137,0.015015570858606941
37,Cedmont,76.38596428333547,76.21788845062255,73.60731201171885,74.4920547485351,94.42299990704348,94.22031059265129,93.36427307128903,94.05746917724605,87.78414555624414,87.57019004821781,86.19029006958014,87.14001693725582,240.63083384,0.357639752063229,0.259498456045051,0.276688437492938,0.421419575664065,0.06624309720325523,0.01718998144788697,0.17833538702811771,0.063779823600836,Cedmont,0.292403718598862,0.299691325193274,0.024923098205907646,0.007287606594412022
38,Cedonia,77.29189602131959,77.20877113342286,75.68214874267585,76.49822006225583,94.76274969090443,94.95656280517585,88.61071548461918,94.2260337829589,88.75194016648577,88.65202407836918,85.63881072998049,88.0887859344482,180.60929626,0.296113508490281,0.24189396147861,0.259323432682004,0.330073262630037,0.07205418067013306,0.01742947120339397,0.11468492036347142,0.03395975413975599,Cedonia,0.308900166193719,0.281352556300903,-0.0891796538417536,-0.027547609892816016
39,Central Forest Park,76.30262188388106,76.15673751831062,75.50197296142585,75.85741500854486,93.62156594416894,93.66987152099605,91.7540962219238,93.3754310607911,87.25592387430527,87.31979103088382,86.01804161071772,86.62299346923837,95.57613308,0.271689798831625,0.162403572878603,0.291591994641717,0.464277679077093,0.795477707006376,0.129188421763114,0.708852084523133,0.19258788024546802,Central Forest Park,0.344882085323038,0.323726306995857,-0.06134206219312652,-0.021155778327180963
40,Central Park Heights,77.89385373151657,77.86915931701651,76.80711784362799,77.19417648315428,95.20317462147752,95.25233192443844,93.34514312744145,94.5248481750488,89.3287430400621,89.36044139862068,88.24955711364751,88.77106437683108,283.42010553,0.214842223865603,0.146078968298264,0.163921659597031,0.266947068426634,0.12214414919973834,0.017842691298767005,0.24252609018619073,0.05210484456103101,Central Park Heights,0.263846454167261,0.251145575485025,-0.048137386277643544,-0.012700878682236016
41,Charles North,79.83592803344018,79.82184267044069,79.24134826660153,79.64149436950676,97.4060165819327,97.43235759735107,95.09423522949213,96.49955825805668,90.82377076604263,90.80311794281006,89.87176742553717,90.28292388916012,88.8304786,0.068868890595608,0.044094567068488,0.037819592391002,0.063484377956612,-0.14230720686608997,-0.0062749746774860005,-0.0781849771708008,-0.005384512638995989,Charles North,0.07344222775619,0.068817522760423,-0.06297065240340854,-0.004624704995767004
277,Charles Village,79.08987023032415,79.12516441345214,77.07515678405761,77.77246246337893,96.70427330121014,96.91805324554448,94.6255722045899,96.09026260375977,90.60821905476263,90.7587348937988,88.31132431030275,89.0158638000488,168.54453992,0.202217134912615,0.15040674849055,0.137430687036111,0.20331851625894,-0.08627313325142641,-0.012976061454438997,0.005446528291487038,0.0011013813463250088,Charles Village,0.176003056467002,0.173759468033087,-0.012747440180595078,-0.002243588433915006
42,Cherry Hill,78.0290676694217,78.27129497528068,74.25978660583502,75.86931114196773,95.2766916016292,95.25959148406983,92.15349731445308,94.57489776611337,89.07498542621931,89.05529613494866,83.88357658386224,88.22535629272465,749.5690228,0.239592579940145,0.152797690727959,0.190980873455638,0.25409279823151,0.24989371597022572,0.03818318272767898,0.060520314506348406,0.014500218291364997,Cherry Hill,0.191683792629283,0.201110182576411,0.04917677085698455,0.009426389947127994
43,Cheswolde,75.41942723748629,75.36329288482658,74.03699760437013,74.85427398681644,93.38274306503739,93.38643798828116,87.1819744110107,92.89309692382807,87.30897232560284,87.49435348510735,83.77899703979486,86.53994712829598,547.37595404,0.496268380394006,0.367915838070106,0.54526440132431,0.668655749963424,0.48203568561897664,0.17734856325420395,0.3473672238246435,0.17238736956941803,Cheswolde,0.547051743593671,0.550084370344417,0.005543583008847006,0.0030326267507460036
44,Chinquapin Park,76.76112555770528,77.0089710235595,75.50510749816891,75.87108268737799,94.16749984075805,94.07945556640615,92.4613685607911,93.75925903320308,88.4242995218078,88.45085411071773,87.10570526123048,87.76881942749024,73.42640449,0.393642340410491,0.306629322794462,0.284963593090935,0.405676986726543,-0.07065772283640932,-0.02166572970352698,0.030572540300167525,0.012034646316052,Chinquapin Park,0.378831876712132,0.375185477683588,-0.009625375404495871,-0.0036463990285439674
46,Clifton Park,78.55839918560349,78.50598182678229,76.8019233703613,77.97401695251465,95.43469622763712,95.28856964111336,91.97431716918938,95.10471343994145,89.82465253686178,89.78242111206063,87.86636085510249,89.51705665588382,358.58420129,0.228862967731974,0.144266586890408,0.169965479305505,0.245252025885006,0.17813475018036684,0.025698892415097013,0.07161079101371062,0.016389058153031988,Clifton Park,0.203990827893554,0.209572081682375,0.027360317355706862,0.005581253788821017
47,Coldspring,75.72949869894754,75.73154602050789,74.58093070983878,75.53434829711918,93.49750916961567,93.61203536987313,87.17809486389152,93.14419631958015,87.04483486410965,87.15318851470946,83.134089279174745,85.67639083862312,415.9194403,0.665491005448848,0.580406610405285,0.614073704747195,0.677174324509833,0.058006049101337914,0.033667094341910064,0.017555938345259856,0.011683319060984965,Coldspring,0.667326253947174,0.671870230756196,0.0068092282929747725,0.004543976809021966
48,Coldstream Homestead Montebello,79.12945328445153,78.84144334793093,77.40765113830574,77.55623435974118,95.91751263419175,95.73006553649907,94.20163726806645,94.75464782714846,90.1108071043255,89.85980091094979,88.21841087341309,88.72354507446283,329.43121835,0.211483300257727,0.129428536057413,0.092169522173161,0.181513424694535,-0.287873254378187,-0.037259013884252,-0.14171272874344595,-0.029969875563192,Coldstream Homestead Montebello,0.149513848930978,0.159668015059614,0.06791455240593539,0.01015416612863601
49,Concerned Citizens Of Forest Park,76.12839695618837,76.20565071105949,75.49882469177251,76.05602035522466,93.53342048225413,93.51604919433586,92.3465957641601,93.47488479614265,87.5064824422301,87.48252601623537,86.63130187988288,87.27131729125976,51.12773142,0.233284184573735,0.138459307244205,0.280848903821518,0.422639046675207,1.0283858803812735,0.142389596577313,0.8116918103448282,0.189354862101472,Concerned Citizens Of Forest Park,0.332271423305176,0.313771289275517,-0.05567777645647088,-0.018500134029659
50,Coppin Heights/Ash-Co-East,78.2286190808853,78.37633113861092,76.62509155273442,77.54100112915035,95.08795491883521,95.47961502075188,92.15287933349606,93.8439155578613,89.61564273787567,89.61994705200188,85.49721755981437,88.35768661499024,122.85544583,0.268283114411426,0.224024608847677,0.120746715165464,0.216610972182265,-0.4610113782295928,-0.103277893682213,-0.19260303557501984,-0.051672142229161,Coppin Heights/Ash-Co-East,0.260851114719606,0.225867362288076,-0.13411386978021816,-0.034983752431529985
51,Cross Country,75.94384791682539,75.80877647399906,74.9477676391601,75.17941436767586,93.66697917368086,93.67185935974118,91.31501388549813,93.18514785766611,87.76143143919077,87.74444007873535,84.3042156219482,87.41841049194332,379.13831704,0.371125243246943,0.211334248191742,0.426402031376818,0.577821746032263,1.0176664928911405,0.21506778318507597,0.5569454154531499,0.20669650278531998,Cross Country,0.450784349165031,0.441510636964485,-0.02057239169399586,-0.009273712200546014
52,Cross Keys,76.05581945726392,75.87337608337398,75.14844665527346,75.58548278808595,94.17551916078264,94.21963081359863,89.9402671813964,93.21267547607414,87.34707354691632,87.22562618255611,84.31901626586918,86.7457656860351,178.05381992,0.285844180903741,0.187596219117914,0.333078831308191,0.413176171391844,0.775509297971691,0.145482612190277,0.4454594460713633,0.127331990488103,Cross Keys,0.375059598697377,0.393123322436882,0.04816227554831893,0.01806372373950499
53,Curtis Bay,78.26412457613596,78.33110523223874,75.03827095031738,76.6505832672119,95.1202834488522,95.1285263061524,90.37978210449212,94.22094573974606,88.77318765425855,88.58029365539547,84.28997459411619,86.5737197875976,327.1102533,0.162781946649358,0.044670187308311,0.307219179210432,0.364633494857692,5.877499238810514,0.262548991902121,1.2400118831551648,0.20185154820833398,Curtis Bay,0.248503397865835,0.279693217967591,0.1255106383639677,0.031189820101756
54,Curtis Bay Industrial Area,79.28730671522368,79.06415596008296,77.85309181213381,78.63938674926764,95.4385259730201,95.6427379608155,92.85421905517586,94.8943252563476,89.03329061195154,88.55491867065427,85.55733680725095,88.01535949707039,268.01898637,0.012155442096565,5.0724530752e-5,0.043050370381301,0.065826606953134,847.7090909087135,0.042999645850549,4.415402124430826,0.053671164856569,Curtis Bay Industrial Area,0.052108052548742,0.053775479394854,0.03199940824025777,0.0016674268461119995
55,Cylburn,77.1738576942408,77.18671264648442,75.91559448242192,76.39932937622072,94.56197431901656,94.68359375,92.7253013610839,93.97966537475583,88.79882705156359,88.94113273620607,87.10110816955574,87.91130523681645,141.40202872,0.362396105541912,0.29521845148096,0.267424116623987,0.371179611777764,-0.09414836612529809,-0.02779433485697297,0.0242373085734945,0.008783506235852001,Cylburn,0.373396257017099,0.357214535981397,-0.04333659144033939,-0.01618172103570198
56,Darley Park,80.10282429237887,80.04227561950677,79.01811637878416,80.04404029846191,96.69759055623992,96.6690292358399,95.98536376953116,96.75114517211918,91.35168614970436,91.3339000701905,90.3232505798339,91.32523803710943,33.25761379,0.076391417763476,0.027571958352222,0.047801303536791,0.110347287766523,0.7336927223719941,0.020229345184568998,0.44449849207121106,0.033955870003047006,Darley Park,0.13734279752245,0.108857732750093,-0.20740122733921182,-0.02848506477235699
57,Dickeyville,74.42789158354341,74.32872409820561,73.45536079406739,74.01725654602046,91.0079205785562,90.37359371185295,87.12072906494143,90.67477874755855,85.03852263218738,84.46120510101315,82.85451812744144,84.15327720642098,136.40209014,0.600071390261933,0.308992998680911,0.70905569165205,0.783218215026019,1.2947306077451717,0.40006269297113894,0.30520839309493125,0.18314682476408595,Dickeyville,0.676306691400387,0.697509595761203,0.031351019634172764,0.021202904360815955
