zcta,aland10,awater10,intptlat10,intptlon10,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,07_lid_mean,15_lid_mean,lid_change_percent,change_percent_point,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a
21223,6816138,48191,39.2829512,-76.6538772,78.4742682932303,78.57732086181645,76.39478721618656,80.7509658813476,95.34408005675769,95.44959487915034,88.78277168273931,98.84756317138664,90.07111898557538,90.09875183105463,86.16781959533691,93.33471984863289,0.200707985870379,0.211396813071273,0.05325561489016712,0.010688827200894008,18.982823064969974,73.11746671706354,7.899710217966486,38.48148620499086,2.7685412751192717,11.13350972239721,27.344504640712273,25.983789005081686,66.78609817269796,39.47520601416799,68900,26899,34.6
21224,24534479,8880469,39.2748602,-76.5428334,80.16319140382149,80.2586153030396,76.76532173156738,81.99261665344238,95.28271225088469,95.2099693298339,91.03862533569333,101.29438323974605,90.05947365316604,89.8475151062012,85.22895889282226,94.30839691162106,0.068544443121412,0.073178950768567,0.06761317819660365,0.004634507647154992,69.89226210334203,16.445238141962832,13.662499754695133,17.651847586521853,8.90924229808493,9.955452636536688,20.478050120689993,12.520360303785544,41.94722008711248,14.479162101757307,195800,65501,33
21225,16768581,613825,39.2261173,-76.6157349,77.94693392452899,78.12104835510249,74.25978660583502,79.97344970703116,95.05425794854605,95.14270210266122,91.10932235717775,97.72402572631832,88.60960144285863,88.647466468811,83.88357658386224,91.05370407104486,0.209514092134757,0.227678131947807,0.08669602902590014,0.01816403981305001,45.74103815035908,40.63816247992485,13.620799369716067,24.852323244625786,31.526090315331135,10.760279991515409,26.468894881973277,17.654010484530772,51.18877593883895,16.405646463937074,165700,41904,34.9
21226,25718275,17454348,39.2088881,-76.5629259,78.8416293239123,78.93852043151858,75.03827095031738,81.78638610839846,95.02590209407285,95.0873344421387,89.98766632080086,97.60922546386712,89.02208868421317,89.1107856750488,83.86507492065428,91.94862976074212,0.132734314413731,0.131285263114931,-0.010916930600804148,-0.0014490512988000193,70.34749034749035,24.504504504504503,5.148005148005147,15.406525116519937,41.677135678391956,10.012870012870014,25.868725868725868,15.72715572715573,30.32849503437739,17.77638190954774,240900,73438,32.6
21227,29876646,556260,39.2399698,-76.6794498,79.06902490074165,79.10577869415278,75.72354660034178,81.2128688812256,95.48785624591095,95.5173530578613,93.70298156738288,97.37529220581062,89.92012823679363,89.91225547790523,88.12243499755857,91.67743225097654,0.212825923345504,0.225728984294991,0.0606272992813006,0.01290306094948701,72.49896834286388,14.602369863821258,12.898661793314867,16.485253332538097,44.431878157279655,12.379885633437482,23.993397394328834,11.914166126274834,38.86220602848625,8.949709718766494,207400,64692,34.4
21228,40152190,107562,39.2728571,-76.7477405,76.73471801344274,76.76551055908202,75.8432426452637,77.5347492218018,93.09977716851031,93.2956874847412,89.9835258483887,94.27056274414058,86.9698721999615,87.09010467529299,84.35416564941403,87.94727516174325,0.360267962824616,0.34984274554292,-0.028937397596941316,-0.010425217281695986,67.47061038363385,20.066518847006652,12.462870769359494,6.3746477055140804,54.607192467973455,18.71522403045643,18.957871396895786,11.404426222649878,27.487603305785125,6.621392190152801,301100,85837,43.4
21229,15228872,9461,39.2842394,-76.6914035,76.89208713469772,77.1670814514161,73.69281654357903,80.0369060516357,93.24904060532461,93.81284484863288,86.60306701660153,97.8456787109375,87.37988919997639,87.91714515686036,81.5062038421631,91.59852294921885,0.407479893871187,0.405578505065774,-0.004666215030511634,-0.001901388805413018,16.89994815966822,76.182477967859,6.917573872472786,18.574373212182397,14.86930508557697,12.837739761534475,24.38154484188699,15.116640746500778,45.72291177457229,12.284831543327938,125700,47422,35
21230,16332049,5330203,39.2661273,-76.6238067,79.42731472525423,79.62682075500489,74.75858650207526,82.56000900268562,95.24226620546168,95.27390289306645,91.49286193847654,98.63132476806645,89.7727180557839,89.80222740173348,84.5912952423095,92.79395217895515,0.148731076556365,0.153315515829464,0.03082368109775387,0.004584439273099011,64.44874051418184,27.84718815823643,7.704071327581733,14.706222530650011,8.928676254769591,8.63317655884814,16.625789883717577,11.054043916091986,47.356679286100594,13.167009098914,247300,73762,32.1
21231,2256237,384066,39.2872004,-76.5919534,80.22191970024392,80.22156906127927,79.1499214172363,81.17798728942867,96.31856435946692,95.94955520629881,91.80206527709967,101.1529891967774,90.86102544065935,90.70299987792963,87.65020484924324,94.55902938842775,0.091200787038736,0.1019340203289,0.11768794589026121,0.010733233290163999,59.71068204913623,30.438161276824676,9.851156674039093,19.805194805194805,2.05219718938211,8.26110347301094,15.009863111961263,12.284057624484428,61.23595505617978,16.618335935757305,287100,69979,32.3
21234,33625986,11024,39.3934171,-76.5342276,77.43939538375903,77.56073017120363,75.62595710754391,78.5074924468994,93.79044338270036,93.80006637573236,87.4055770874024,95.37572555541986,88.4333414861096,88.59031009674081,83.25571479797372,90.60613479614264,0.292693897487647,0.292304926144279,-0.0013289356105705373,-3.889713433680164e-4,63.12653448003561,28.484256773248717,8.389208746715674,8.811878325237103,41.97784294558488,17.85668135938779,20.288877083662364,12.112162414392166,38.61735222951953,5.734767025089606,216700,61748,40.1
21236,22189007,27168,39.3884211,-76.4835503,76.82454697632926,76.81006355285642,75.61188774108878,77.75676231384273,93.11966872840742,93.3702880859375,87.44308509826652,94.7245521545411,86.95682164538601,87.19214019775393,83.35578308105462,88.65619544982903,0.363441939686532,0.346820204504052,-0.04573422428026941,-0.016621735182480002,69.23194264358172,16.59420842549513,14.173848930923153,8.540261598201512,38.05256510494978,13.342485953270792,22.101034754531817,10.693310960262375,32.456823789118296,7.36753473266374,239200,77532,36.8
21237,29801576,659932,39.3415368,-76.4952701,77.89863773601212,77.8718235015869,76.79379692077629,79.5536483764649,95.2449995522372,95.27752838134761,92.21568679809572,97.06320495605462,89.58603024131666,89.58465347290034,87.90681114196772,90.94030456542963,0.198115464399403,0.203058930578601,0.02495244979580147,0.004943466179197997,57.88266578028918,29.572876848928036,12.544457370782784,7.8988782856186175,46.99011680143755,15.07728103706166,21.05035732092405,11.374439089247133,36.192745565263436,7.449154618965939,217500,64758,38.9
21239,8377621,2110,39.367099,-76.5891708,77.05680130649822,77.13835906982413,74.3710231781006,78.60832977294913,93.91514119547486,94.15457458496095,87.17520751953117,95.78107299804694,88.4415862065209,88.75127525329597,83.23056297302253,90.21160888671884,0.327325028185274,0.318477174286079,-0.02703078939074239,-0.008847853899194957,13.79073756432247,80.78278496803368,5.426477467643849,11.91944371556022,11.75775712710663,14.798066427569001,20.08732262591611,12.661780757835647,45.556119857795835,6.961726256103323,146700,52811,36.1
21251,456625,0,39.344707,-76.581242,76.69146045223508,76.62402725219727,75.42585144042962,78.3327445983887,93.73729088001434,94.12734909057619,89.64883422851557,95.60120620727534,88.1332868487209,88.22028884887689,85.39557685852046,89.84170608520515,0.489824736172372,0.502923234126088,0.026741193301243468,0.013098497953715982,24.51759364358683,64.472190692395,11.010215664018162,NaN,NaN,0,2.1566401816118046,0.7945516458569807,NaN,NaN,NA,NA,20.3
